alphas
0.025
0.034375
0.04375
0.053125000000000006
0.0625
0.071875
0.08125
0.09062500000000001
0.1
0.109375
0.11875000000000001
0.128125
0.1375
0.14687499999999998
0.15625
0.165625
0.175
0.184375
0.19375
0.203125
0.21250000000000002
0.221875
0.23124999999999998
0.240625
0.25
